name_en,name_fr,serving_size,serving_size_fr,calories,fat,saturated_fat,trans_fat,polyunsaturated_fat,monounsaturated_fat,cholesterol,sodium,carbohydrates,dietary_fiber,sugars,protein,vitamin_d,calcium,iron,potassium,vitamin_a,vitamin_c,serving_size_100,calories_100,fat_100,saturated_fat_100,trans_fat_100,polyunsaturated_fat_100,monounsaturated_fat_100,cholesterol_100,sodium_100,carbohydrates_100,dietary_fiber_100,sugars_100,protein_100,vitamin_d_100,calcium_100,iron_100,potassium_100,vitamin_a_100,vitamin_c_100
Rye English Muffin,Muffin anglais au seigle,1 muffin,1 muffin,136,1.48,0.254,-,0.501,0.473,0,167,26.22,2.5,0.52,4.63,-,53,1.64,102,0,0,100 g,235,2.56,0.437,-,0.863,0.815,0,288,45.2,4.3,0.89,7.98,-,91,2.82,176,0,0
Salad Bar Honeydew Melon 1 oz,Salad Bar Melon miel 1 oz,1 serving,1 portion,10,0.00,0.000,0.000,-,-,0,5,3.00,0.0,2.00,0.00,-,-,-,-,-,-,1 serving,10,0.00,0.000,0.000,-,-,0,5,3.00,0.0,2.00,0.00,-,-,-,-,-,-
Salad Nicoise Complete Tuna Salad,Salade Niçoise Salade Complète De Thon,1 serving (170 g),1 portion (170 g),160,5.00,1.000,0.000,-,-,45,640,6.00,3.0,0.00,22.00,-,-,-,-,-,-,1 serving (170 g),160,5.00,1.000,0.000,-,-,45,640,6.00,3.0,0.00,22.00,-,-,-,-,-,-
Salami,Salami,"1 slice (4"" dia x 1/8"" thick)","1 tranche (4"" de diamètre x 1/8"" d'épaisseur)",58,4.63,1.861,-,0.465,2.114,15,245,0.52,0,0,3.2,-,3,0.61,46,0,0,100 g,250,20.11,08.09,-,02.02,9.19,65,1065,2.25,0,0,13.92,-,13,2.67,198,0,0
Salmon,Saumon,1 oz of boneless,1 once de désossé,41,1.68,0.357,-,0.565,0.605,13,13,0,0,0,6.13,-,10,0.16,120,9,0.3,100 g,146,5.93,1.26,-,1.992,2.134,45,46,0,0,0,21.62,-,36,0.56,423,30,1
Salmon Fish Oil,Huile De Poisson Saumon,100 g,100g,902,100,19.872,-,40.324,29.037,485,0,0,0,-,0,-,0,0,0,0,0,100 g,902,100,19.872,-,40.324,29.037,485,0,0,0,-,0,-,0,0,0,0,0
Salsa,salsa,1 tbsp,1 cuillère à soupe,4,0.03,0.005,-,0.018,0.004,0,96,1,0.3,0.49,0.25,-,4,0.07,48,2,0.3,100 g,27,0.16,0.03,-,0.115,0.025,0,600,6.26,1.6,03.06,1.54,-,27,0.46,297,15,1.9
Salsa (Ready to Serve),Salsa (prêt à servir),2 tbsps,2 cuillères à soupe,9,0.05,0.01,-,0.038,0.008,0,198,02.07,0.5,01.01,0.51,-,9,0.15,98,5,0.6,100 g,27,0.16,0.03,-,0.115,0.025,0,600,6.26,1.6,03.06,1.54,-,27,0.46,297,15,1.9
Salt,Sel,1 dash,1 trait,0,0,0,-,0,0,0,155,0,0,0,0,-,0,0,0,0,0,100 g,0,0,0,-,0,0,0,38758,0,0,0,0,-,24,0.33,8,0,0
Salted Light Butter Stick,Bâtonnet de beurre léger salé,1 tbsp,1 cuillère à soupe,71,7.82,4.874,-,0.291,2.262,15,64,0,0,0,0.47,-,7,0.15,10,66,0,100 g,499,55.1,34.321,-,2.046,15.927,106,450,0,0,0,3.3,-,48,01.09,71,465,0
Salted Whipped Margarine Tub,Pot de margarine fouettée salée,1 tbsp,1 cuillère à soupe,67,7.56,1.219,-,2.618,3.39,0,101,0.06,0,0,0.08,-,2,0,4,77,0,100 g,716,80.4,12.97,-,27.85,36.06,0,1079,0.6,0,0,0.8,-,26,0,38,819,0.1
Saltine Crackers,Craquelins salés,1 cracker,1 biscuit,13,0.34,0.05,-,0.037,0.21,0,32,2.13,0.1,0.01,0.28,-,2,0.17,5,0,0,100 g,428,11.35,1.656,-,1.246,7.004,0,1072,70.91,3,0.38,9.22,-,68,5.64,154,0,0
Sandwich Cookie (Not Chocolate or Vanilla),Biscuit sandwich (pas au chocolat ni à la vanille),"1 sandwich (approx 1"" - 1-1/2"" dia)","1 sandwich (environ 1"" - 1-1/2"" de diamètre)",53,2.2,0.328,-,0.831,0.928,0,38,7.93,0.2,4.32,0.5,-,3,0.24,10,0,0,100 g,483,20,2.979,-,7.551,8.437,0,349,72.1,1.5,39.3,4.5,-,27,2.21,91,0,0
Sardine Fish Oil,Huile de poisson sardine,1 tbsp,1 cuillère à soupe,123,13.6,4.065,-,4.334,4.602,97,0,0,0,-,0,1,0,0,0,0,0,100 g,902,100,29.892,-,31.867,33.841,710,0,0,0,-,0,8,0,0,0,0,0
Sardines in Oil (Canned),Sardines à l'huile (en conserve),1 can (3.75 oz)-drained,"1 boîte (3,75 oz) égouttée",191,10.53,1.406,-,4.736,3.559,131,465,0,0,0,22.65,-,351,2.69,365,29,0,100 g,208,11.45,1.528,-,5.148,3.869,142,505,0,0,0,24.62,-,382,2.92,397,32,0
Sardines in Water,Sardines dans l'eau,100 g,100g,217,12.37,2.791,-,2.919,5.112,82,918,0,0,0,24.58,-,84,1.51,447,40,1,100 g,217,12.37,2.791,-,2.919,5.112,82,918,0,0,0,24.58,-,84,1.51,447,40,1
Sardines with Mustard Sauce (Mixture),Sardines à la Sauce Moutarde (Mélange),"1 sardine (2-2/3"" x 1/2"" x 1/4"") with sauce","1 sardine (2-2/3"" x 1/2"" x 1/4"") avec sauce",9,0.52,0.134,-,0.106,0.241,3,21,0.04,0,0.02,01.04,-,12,0.12,17,2,0,100 g,186,10.46,2.686,-,2.112,4.821,61,414,0.74,0.1,0.43,20.86,-,240,2.3,341,34,1
Sardines with Tomato-Based Sauce (Mixture),Sardines à la Sauce à Base de Tomate (Mélange),100 g,100g,186,10.46,2.686,-,2.112,4.821,61,414,0.74,0.1,0.43,20.86,-,240,2.3,341,34,1,100 g,186,10.46,2.686,-,2.112,4.821,61,414,0.74,0.1,0.43,20.86,-,240,2.3,341,34,1
Sauerkraut (Low Sodium Canned),Choucroute (en conserve à faible teneur en sodium),1 cup,1 tasse,31,0.14,0.05,-,0.087,0.018,0,437,6.18,3.6,2.53,1.28,-,43,02.09,241,1,20.9,100 g,22,0.1,0.035,-,0.061,0.013,0,308,4.35,2.5,1.78,0.9,-,30,1.47,170,1,14.7
Sauerkraut (Solid and Liquids Canned),Choucroute (solide et liquide en conserve),100 g,100g,19,0.14,0.035,-,0.061,0.013,0,661,4.28,2.5,1.78,0.91,-,30,1.47,170,1,14.7,100 g,19,0.14,0.035,-,0.061,0.013,0,661,4.28,2.5,1.78,0.91,-,30,1.47,170,1,14.7
Sausage Gravy,Sauce à la Saucisse,1 cup,1 tasse,374,26.47,8.421,-,4.646,11.16,55,509,16.87,0.2,10.27,16.68,-,240,1.18,446,192,0.5,100 g,156,11.03,3.509,-,1.936,4.65,23,212,07.03,0.1,4.28,6.95,-,100,0.49,186,80,0.2
Sauvignon Blanc Wine,Vin Sauvignon Blanc,1 5 fl oz serving,1 portion de 5 onces liquides,121,0,-,-,-,-,-,-,03.01,-,-,0.1,-,-,-,-,-,-,100 g,82,0,-,-,-,-,-,-,02.05,-,-,0.07,-,-,-,-,-,-
Savoy Cabbage,Chou de Milan,100 g,100g,27,0.1,0.013,-,0.048,0.007,0,28,6.1,3.1,2.27,2,-,35,0.4,230,50,31,100 g,27,0.1,0.013,-,0.048,0.007,0,28,6.1,3.1,2.27,2,-,35,0.4,230,50,31
Scallions or Spring Onions,Oignons verts ou oignons nouveaux,100 g,100g,32,0.19,0.032,-,0.074,0.027,0,16,7.34,2.6,2.33,1.83,-,72,1.48,276,50,18.8,100 g,32,0.19,0.032,-,0.074,0.027,0,16,7.34,2.6,2.33,1.83,-,72,1.48,276,50,18.8
Scallop (Mixed Species),Pétoncle (espèces mélangées),100 g,100g,88,0.76,0.079,-,0.261,0.037,33,161,2.36,0,0,16.78,-,24,0.29,322,15,3,100 g,88,0.76,0.079,-,0.261,0.037,33,161,2.36,0,0,16.78,-,24,0.29,322,15,3
Scallops,Coquilles saint-jacques,"1 scallop (2"" x 1-1/4"" x 3/4"")","1 pétoncle (2"" x 1-1/4"" x 3/4"")",35,1.75,0.355,-,0.538,0.706,9,78,1.68,0.1,0.13,2.9,-,8,0.15,54,4,0.4,100 g,217,10.96,2.216,-,3.36,4.415,54,487,10.49,0.5,0.82,18.14,-,48,0.92,337,22,2.3
Scone,Scone,1 scone,1 scone,148,6.22,1.973,-,1.289,2.473,49,277,19.1,0.6,1.43,3.83,-,79,1.35,49,65,0,100 g,353,14.81,4.698,-,03.07,5.889,116,660,45.47,1.4,3.4,9.11,-,188,3.22,116,154,0.1
Scone with Fruit,Scone aux fruits,1 scone,1 scone,148,5.6,1.771,-,1.16,2.223,44,249,21.06,0.7,4.25,3.57,-,73,1.3,77,58,0.1,100 g,352,13.34,4.217,-,2.763,5.294,104,592,50.14,1.7,10.12,8.51,-,174,3.1,184,138,0.3
Scrambled Egg,Oeuf brouillé,2 eggs,2 oeufs,199,15.21,5.784,-,1.851,5.536,400,211,1.96,0,1.43,13.01,2,54,2.43,138,210,3.1,100 g,212,16.18,6.153,-,1.969,5.889,426,224,02.08,0,1.52,13.84,2,57,2.59,147,223,3.3
Scrambled Egg (Whole Cooked),Œuf brouillé (entier cuit),1 large,1 grand,101,7.45,2.244,-,1.31,2.908,215,171,1.34,0,01.06,6.76,1,43,0.73,84,87,0.1,100 g,166,12.21,3.679,-,2.148,4.768,352,280,2.2,0,1.73,11.09,1,71,1.2,138,143,0.2
Sea Salt,Sel de mer,1 dash,1 trait,0,0,0,-,0,0,0,155,0,0,0,0,-,0,0,0,0,0,100 g,0,0,0,-,0,0,0,38758,0,0,0,0,-,24,0.33,8,0,0
Sea Salt,Sel de mer,1/4 tsp (1.5 g),"1/4 cuillère à café (1,5 g)",0,0.00,0.000,0.000,0.000,0.000,0,590,0.00,0.0,0.00,0.00,-,-,-,0,-,-,1/4 tsp (1.5 g),0,0.00,0.000,0.000,0.000,0.000,0,590,0.00,0.0,0.00,0.00,-,-,-,0,-,-
Seafood Paella,Paella au fruits de mer,1 serving,1 portion,920,36.00,6.000,1.000,-,-,315,3080,71.00,3.0,7.00,77.00,-,-,-,-,-,-,1 serving,920,36.00,6.000,1.000,-,-,315,3080,71.00,3.0,7.00,77.00,-,-,-,-,-,-
Seafood Souffle,Soufflé aux Fruits de Mer,1 cup,1 tasse,245,15.49,4.012,-,3.617,6.49,231,668,8.84,0.2,3.9,16.89,-,137,1.65,251,191,0.8,100 g,154,9.74,2.523,-,2.275,4.082,145,420,5.56,0.1,2.45,10.62,-,86,01.04,158,120,0.5
Seafood Stew with Potatoes and Vegetables in Tomato-Base Sauce,Ragoût de fruits de mer avec pommes de terre et légumes dans une sauce à base de tomates,1 cup,1 tasse,169,3.33,0.92,-,0.675,1.109,96,993,14.26,2,4.89,20.64,-,81,09.02,751,88,39.3,100 g,67,1.32,0.365,-,0.268,0.44,38,394,5.66,0.8,1.94,8.19,-,32,3.58,298,35,15.6
Seasoned Croutons,Croûtons assaisonnés,4 cubes,4 cubes,5,0.18,0.052,-,0.024,0.095,0,12,0.64,0,0.04,0.11,-,1,0.03,2,0,0,100 g,465,18.3,5.247,-,2.368,9.498,7,1238,63.5,5,4.41,10.8,-,96,2.82,181,7,0
Seaweed,Algue,1 cup,1 tasse,30,0.21,0.07,-,0.045,0.028,0,71,6.74,0.6,0.4,1.9,-,73,03.08,147,54,9,100 g,38,0.26,0.087,-,0.056,0.035,0,89,8.43,0.8,0.5,2.38,-,91,3.85,184,68,11.2
Seaweed (Prepared with Soy Sauce),Algues (préparées avec de la sauce soja),1 cup,1 tasse,41,0.41,0.121,-,0.105,0.051,0,1051,7.57,0.7,0.71,3.73,-,104,02.04,152,74,7.5,100 g,43,0.43,0.126,-,0.11,0.053,0,1095,7.89,0.7,0.74,3.89,-,108,2.13,158,77,7.8
Select Non Pareille Capers,Sélectionnez des câpres non pareilles,1 tsp (4 g),1 cuillère à café (4 g),2,0.00,0.000,0.000,0.000,0.000,0,140,0.00,0.0,0.00,0.00,-,-,-,0,-,-,1 tsp (4 g),2,0.00,0.000,0.000,0.000,0.000,0,140,0.00,0.0,0.00,0.00,-,-,-,0,-,-
Semisweet Chocolate Candies,Bonbons au chocolat mi-sucré,100 g,100g,479,30,17.75,-,0.966,9.966,0,11,63.1,5.9,54.5,4.2,-,32,3.13,365,0,0,100 g,479,30,17.75,-,0.966,9.966,0,11,63.1,5.9,54.5,4.2,-,32,3.13,365,0,0
Sesame Butter (Tahini) (Made From Kernels),Beurre de sésame (Tahini) (à base de grains),1 tbsp,1 cuillère à soupe,89,08.06,1.129,-,3.535,3.045,0,17,3.18,1.4,0.07,2.55,-,64,1.34,62,0,0,100 g,595,53.76,7.529,-,23.564,20.302,0,115,21.19,9.3,0.49,17,-,426,8.95,414,3,0
Sesame Paste (Sesame Butter Made From Whole Seeds),Pâte de sésame (beurre de sésame à base de graines entières),1 tbsp,1 cuillère à soupe,95,8.6,1.205,-,3.77,3.248,0,18,3.39,1.5,0.08,2.72,-,68,1.43,66,0,0,100 g,595,53.76,7.529,-,23.564,20.302,0,115,21.19,9.3,0.49,17,-,426,8.95,414,3,0
Sesame Seed Butter Paste,Pâte de beurre de graines de sésame,1 tbsp,1 cuillère à soupe,95,8.14,1.14,-,3.567,3.073,0,2,04.07,0.9,-,2.89,-,154,03.07,93,0,0,100 g,595,50.87,7.124,-,22.296,19.209,0,12,25.45,5.5,-,18.08,-,960,19.2,582,3,0
Shakes - Creamy Milk Chocolate,Shakes - Chocolat au lait crémeux,1 bottle (325 ml),1 bouteille (325 ml),180,5.00,1.000,0.000,-,-,5,160,25.00,5.0,19.00,10.00,-,-,-,770,-,-,1 bottle (325 ml),180,5.00,1.000,0.000,-,-,5,160,25.00,5.0,19.00,10.00,-,-,-,770,-,-
Shallots,Échalotes,1 tbsp of chopped,1 cuillère à soupe de haché,7,0.01,0.002,-,0.004,0.001,0,1,1.68,-,-,0.25,-,4,0.12,33,6,0.8,100 g,72,0.1,0.017,-,0.039,0.014,0,12,16.8,-,-,2.5,-,37,1.2,334,60,8
Shallots,Échalotes,1 tbsp (30 g),1 cuillère à soupe (30 g),20,0.00,0.000,-,-,-,0,0,5.00,0.0,1.00,1.00,-,-,-,-,-,-,1 tbsp (30 g),20,0.00,0.000,-,-,-,0,0,5.00,0.0,1.00,1.00,-,-,-,-,-,-
Shallots,Échalotes,1 tbsp (10 g),1 cuillère à soupe (10 g),7,0.00,0.000,-,-,-,0,1,2.00,0.0,0.00,0.00,-,-,-,-,-,-,1 tbsp (10 g),7,0.00,0.000,-,-,-,0,1,2.00,0.0,0.00,0.00,-,-,-,-,-,-
Shallots,Échalotes,1 shallot (30 g),1 échalote (30 g),15,0.00,0.000,0.000,0.000,0.000,0,0,3.00,0.0,2.00,1.00,-,-,-,0,-,-,1 shallot (30 g),15,0.00,0.000,0.000,0.000,0.000,0,0,3.00,0.0,2.00,1.00,-,-,-,0,-,-
Shallots (Freeze-Dried),Échalotes (lyophilisées),1 tbsp,1 cuillère à soupe,3,0,0.001,-,0.002,0.001,0,1,0.73,-,-,0.11,-,2,0.05,15,25,0.4,100 g,348,0.5,0.084,-,0.196,0.07,0,59,80.7,-,-,12.3,-,183,6,1650,2805,39
Sherbet,Sorbet,100 g,100g,144,2,1.16,-,0.08,0.53,0,46,30.4,3.3,24.32,1.1,-,54,0.14,96,10,5.8,100 g,144,2,1.16,-,0.08,0.53,0,46,30.4,3.3,24.32,1.1,-,54,0.14,96,10,5.8
Shortbread Cookies,sablés,"1 cookie (1-5/8"" square)","1 biscuit (carré de 1-5/8"")",40,1.93,0.488,-,0.259,1.074,2,36,5.16,0.1,1.21,0.49,-,3,0.22,8,1,0,100 g,502,24.1,6.106,-,3.233,13.42,20,455,64.5,1.8,15.08,6.1,-,35,2.74,100,18,0
Shoulder Pork Roast,Rôti d'épaule de porc,100 g,100g,291,21.3,7.827,-,2.041,9.43,90,230,0,0,0,23.18,-,24,1.32,328,2,0.5,100 g,291,21.3,7.827,-,2.041,9.43,90,230,0,0,0,23.18,-,24,1.32,328,2,0.5
Shredded Wheat and Bran Cereal,Céréales de blé et de son râpées,1 cup,1 tasse,164,0.69,0.098,-,0.311,0.085,0,2,39.15,6.6,0.49,6.12,-,22,02.05,206,0,0,100 g,334,1.4,0.2,-,0.634,0.173,0,5,79.9,13.4,1,12.5,-,45,4.18,420,0,0
Shredded Wheat Cereal (Presweetened),Céréales de blé râpées (présucrées),1 cup (1 NLEA serving),1 tasse (1 portion de NLEA),183,0.99,0.156,-,0.481,0.141,0,10,43.58,5,11.6,04.06,0,7,1.8,170,0,0,100 g,352,1.9,0.3,-,0.925,0.271,0,19,83.8,9.6,22.3,7.8,0,13,3.46,327,0,0
Shrimp,Crevette,1 medium (shelled),1 moyen (décortiqué),7,0.12,0.022,-,0.045,0.017,10,31,0.06,0,0,1.38,-,3,0.15,9,3,0.1,100 g,144,2.35,0.446,-,0.909,0.344,206,613,1.24,0,0,27.59,-,67,2.95,176,66,2
Shrimp Bisque,crevettes Bisque,1 cup,1 tasse,297,17.66,4.811,3.068,4.511,6.917,249,886,9.9,0.2,6.87,23.76,1,281,2.28,279,163,4.3,100 g,120,7.12,1.94,1.237,1.819,2.789,101,357,3.99,0.1,2.77,9.58,1,113,0.92,113,66,1.7
Shrimp Chow Mein or Chop Suey with Noodles,Chow Mein aux crevettes ou Chop Suey avec nouilles,1 cup,1 tasse,262,12.41,1.789,-,6.752,3.12,119,1274,23.63,2.6,5.72,15.33,-,99,03.04,319,7,9.2,100 g,119,5.64,0.813,-,3.069,1.418,54,579,10.74,1.2,2.6,6.97,-,45,1.38,145,3,4.2
Shrimp Creole with Rice,Crevettes Créoles avec Riz,1 cup,1 tasse,294,8.68,1.56,-,2.85,3.414,262,965,27.68,1.7,2.38,24.76,-,192,4.62,292,75,14.6,100 g,121,3.57,0.642,-,1.173,1.405,108,397,11.39,0.7,0.98,10.19,-,79,1.9,120,31,6
Shrimp Fried Rice,Riz frit aux crevettes,1 cup,1 tasse,321,11.6,1.956,-,5.348,3.4,127,925,41.88,1.4,1.5,10.95,-,55,2.91,164,40,4,100 g,162,5.86,0.988,-,2.701,1.717,64,467,21.15,0.7,0.76,5.53,-,28,1.47,83,20,2
Shrimp Gumbo,Gombo aux crevettes,1 cup,1 tasse,163,6.54,1.21,-,2.023,2.808,73,620,18.35,2.7,5.44,8.88,-,129,2.9,429,76,18.1,100 g,67,2.68,0.496,-,0.829,1.151,30,254,7.52,1.1,2.23,3.64,-,53,1.19,176,31,7.4
Shrimp Lo Mein,Crevettes Lo Mein,1 cup,1 tasse,252,7.12,1.25,-,2.338,2.882,48,180,35.2,4.4,2.2,12.1,-,46,2.9,258,38,10.2,100 g,126,3.56,0.625,-,1.169,1.441,24,90,17.6,2.2,1.1,06.05,-,23,1.45,129,19,5.1
Shrimp Scampi,Langoustines aux crevettes,1 cup,1 tasse,288,21.53,12.886,-,1.512,5.308,333,1008,0.01,0,0.01,22.94,-,167,2.38,95,169,4.6,100 g,212,15.83,9.475,-,1.112,3.903,245,741,0.01,0,0.01,16.87,-,123,1.75,70,124,3.4
Shrimp Spring Roll,Rouleaux de printemps aux crevettes,1 spring roll,1 rouleau de printemps,67,2.97,0.58,-,0.868,1.275,33,242,7.39,0.6,0.54,2.62,0,16,0.67,72,11,2,100 g,104,4.64,0.906,-,1.356,1.992,51,378,11.55,0.9,0.84,04.09,0,26,01.05,113,16,3.2
Shrimp Tempura,Crevettes tempura,1 medium piece,1 morceau moyen,16,0.31,0.074,-,0.089,0.075,18,47,1.14,0,0.05,2,0,6,0.29,19,6,0.2,100 g,145,2.79,0.673,-,0.807,0.68,161,428,10.36,0.5,0.48,18.21,3,57,2.63,173,56,1.5
Simple Pepperoni Hand-tossed Pizza,Pizza simple au pepperoni préparée à la main,1 slice (89 g),1 tranche (89 g),210,7.00,3.000,-,-,-,-,291,26.00,1.0,1.00,11.00,-,-,-,-,-,-,1 slice (89 g),210,7.00,3.000,-,-,-,-,291,26.00,1.0,1.00,11.00,-,-,-,-,-,-
Skim Chocolate Milk,Lait écrémé au chocolat,1 cup,1 tasse,140,0.7,0.582,-,0.032,0.285,5,98,27.22,1.2,25.4,8.55,-,295,0.7,462,142,0,100 g,56,0.28,0.233,-,0.013,0.114,2,39,10.89,0.5,10.16,3.42,-,118,0.28,185,57,0
Skinless Chicken Breast,Poitrine de poulet sans peau,100 g,100g,110,1.24,0.33,0.02,0.28,0.3,58,65,0,0,0,23.09,-,11,0.72,255,6,1.2,100 g,110,1.24,0.33,0.02,0.28,0.3,58,65,0,0,0,23.09,-,11,0.72,255,6,1.2
Sliced Ham  (Regular Approx. 11% Fat),Jambon tranché (régulier environ 11 % de matière grasse),1 serving 2 slices,1 portion 2 tranches,91,4.82,1.644,-,0.442,2.438,32,730,2.14,0.7,0,9.3,-,13,0.57,161,0,2.2,100 g,163,8.6,2.936,-,0.789,4.354,57,1304,3.83,1.3,0,16.6,-,24,01.02,287,0,4
Sliced Ham (Extra Lean),Jambon tranché (extra maigre),100 g,100g,110,2.86,0.892,-,0.342,1.246,48,1106,2.63,0,0,17.28,-,9,0.8,350,0,0,100 g,110,2.86,0.892,-,0.342,1.246,48,1106,2.63,0,0,17.28,-,9,0.8,350,0,0
Sliced Havarti Cheese,Fromage Havarti en tranches,1 slice (1 oz),1 tranche (1 once),110,9.00,6.000,0.000,0.000,0.000,25,210,0.00,0.0,0.00,6.00,-,183,-,0,-,-,1 slice (1 oz),110,9.00,6.000,0.000,0.000,0.000,25,210,0.00,0.0,0.00,6.00,-,183,-,0,-,-
Sliced Mild Provolone Cheese,Fromage Provolone doux en tranches,1 slice (28 g),1 tranche (28 g),100,8.00,5.000,0.000,-,-,20,170,1.00,0.0,0.00,7.00,-,-,-,-,-,-,1 slice (28 g),100,8.00,5.000,0.000,-,-,20,170,1.00,0.0,0.00,7.00,-,-,-,-,-,-
Sliced Pepperoni,Pepperoni tranché,16 slices (30 g),16 tranches (30 g),140,13.00,5.000,0.000,-,-,30,500,0.00,0.0,0.00,6.00,-,-,-,-,-,-,16 slices (30 g),140,13.00,5.000,0.000,-,-,30,500,0.00,0.0,0.00,6.00,-,-,-,-,-,-
Sliced Smoked Nova Salmon,Saumon Nova fumé tranché,1 package (85 g),1 paquet (85 g),80,1.00,0.000,0.000,0.000,0.000,30,990,1.00,0.0,0.00,17.00,-,-,-,276,-,-,1 package (85 g),80,1.00,0.000,0.000,0.000,0.000,30,990,1.00,0.0,0.00,17.00,-,-,-,276,-,-
Sliced Water Chestnuts,Châtaignes d'eau tranchées,1 can,1 canette,40,0.00,0.000,0.000,-,-,0,10,8.00,6.0,4.00,1.00,-,-,-,-,-,-,1 can,40,0.00,0.000,0.000,-,-,0,10,8.00,6.0,4.00,1.00,-,-,-,-,-,-
Smart Beginnings Breakfast Quesadilla,Quesadilla pour le petit-déjeuner de Smart Beginnings,1 quesadilla (113 g),1 quesadilla (113 g),230,8.00,3.000,0.200,-,-,20,530,26.00,5.0,1.00,13.00,-,-,-,-,-,-,1 quesadilla (113 g),230,8.00,3.000,0.200,-,-,20,530,26.00,5.0,1.00,13.00,-,-,-,-,-,-
Smoked & Spiced Beef Pastrami,Pastrami de bœuf fumé et épicé,1 slice,1 tranche,41,1.63,0.75,-,0.054,0.581,19,248,0,0,0,6.1,-,3,0.62,66,9,0.4,100 g,146,5.82,2.68,-,0.192,2.076,68,885,0,0,0,21.8,-,10,2.22,235,33,1.3
Smoked Beef Sticks,Bâtonnets de Bœuf Fumé,1 oz,1 once,156,14.06,5.897,-,1.253,5.803,38,420,1.53,-,-,6.1,-,19,0.96,73,4,1.9,100 g,550,49.6,20.8,-,4.42,20.47,133,1480,5.4,-,-,21.5,-,68,3.4,257,13,6.8
Smoked Carp,Carpe Fumée,100 g,100g,198,8.74,1.691,-,2.235,3.636,103,682,0,0,0,27.84,-,64,1.94,520,12,2,100 g,198,8.74,1.691,-,2.235,3.636,103,682,0,0,0,27.84,-,64,1.94,520,12,2
Smoked Chinook Salmon,Saumon Chinook Fumé,100 g,100g,117,4.32,0.929,-,0.995,2.023,23,784,0,0,0,18.28,-,11,0.85,175,26,0,100 g,117,4.32,0.929,-,0.995,2.023,23,784,0,0,0,18.28,-,11,0.85,175,26,0
Smoked Chinook Salmon (Lox),Saumon Chinook Fumé (Lox),1 oz,1 once,33,1.22,0.263,-,0.282,0.574,7,567,0,0,-,5.18,-,3,0.24,50,7,0,100 g,117,4.32,0.929,-,0.995,2.023,23,2000,0,0,-,18.28,-,11,0.85,175,26,0
Smoked Eel,Anguille Fumée,100 g,100g,289,18.3,3.702,-,1.487,11.287,198,80,0,0,0,28.95,-,31,0.78,427,1474,2.4,100 g,289,18.3,3.702,-,1.487,11.287,198,80,0,0,0,28.95,-,31,0.78,427,1474,2.4
Smoked Octopus,Poulpe Fumé,1 oz of boneless,1 once de désossé,40,0.5,0.11,-,0.115,0.078,23,111,01.06,0,0,7.2,-,26,2.56,169,18,2.3,100 g,140,1.77,0.387,-,0.407,0.276,82,392,3.75,0,0,25.4,-,90,09.03,596,65,8.1
Smoked or Cured Pork Roast,Rôti de porc fumé ou salé,100 g,100g,165,7.66,2.61,-,01.07,3.74,57,1385,0.51,0,0,21.97,-,8,1.4,362,0,0,100 g,165,7.66,2.61,-,01.07,3.74,57,1385,0.51,0,0,21.97,-,8,1.4,362,0,0
Smoked Salmon,Saumon fumé,100 g,100g,117,4.32,0.929,-,0.995,2.023,23,784,0,0,0,18.28,-,11,0.85,175,26,0,100 g,117,4.32,0.929,-,0.995,2.023,23,784,0,0,0,18.28,-,11,0.85,175,26,0
Smoked Trout,Truite fumée,100 g,100g,264,11.79,2.049,-,2.673,5.803,103,438,0,0,0,37.04,-,77,2.68,644,27,0.7,100 g,264,11.79,2.049,-,2.673,5.803,103,438,0,0,0,37.04,-,77,2.68,644,27,0.7
Smooth Peanut Butter (Reduced Fat),Beurre de cacahuète onctueux (réduit en gras),100 g,100g,520,34,7.4,-,10.266,16.156,0,540,35.65,5.2,7.81,25.9,-,35,1.9,669,0,0,100 g,520,34,7.4,-,10.266,16.156,0,540,35.65,5.2,7.81,25.9,-,35,1.9,669,0,0
Smooth Peanut Butter (with Salt),Beurre de cacahuète crémeux (avec sel),2 tbsps,2 cuillères à soupe,188,16.12,3.293,-,4.437,7.588,0,147,6.26,1.9,2.95,08.03,-,14,0.6,208,0,0,100 g,588,50.39,10.292,-,13.867,23.713,0,459,19.56,6,9.22,25.09,-,43,1.87,649,0,0
Snapper,Vivaneau,1 filet (170 g),1 filet (170 g),218,2.90,0.600,-,1.000,0.500,80,97,0.00,-,-,44.70,-,-,-,288,-,-,1 filet (170 g),218,2.90,0.600,-,1.000,0.500,80,97,0.00,-,-,44.70,-,-,-,288,-,-
Snapper (Fish) (Mixed Species Cooked Dry Heat),Vivaneau (Poisson) (Espèces Mélangées Cuites à Chaleur Sèche),100 g,100g,128,1.72,0.365,-,0.588,0.322,47,57,0,0,-,26.3,-,40,0.24,522,35,1.6,100 g,128,1.72,0.365,-,0.588,0.322,47,57,0,0,-,26.3,-,40,0.24,522,35,1.6
Snapper (Fish) (Mixed Species),Vivaneau (poisson) (espèces mélangées),1 fillet,1 filet,218,2.92,0.621,-,1.001,0.547,81,140,0,0,0,44.71,-,70,0.39,909,65,3.5,100 g,100,1.34,0.285,-,0.459,0.251,37,64,0,0,0,20.51,-,32,0.18,417,30,1.6
